Country,Date,Confirmed Cases,New Cases,Confirmed Deaths,New Deaths,Income,Region,Population,year,cpm,dpm,new_cases_per_million,new_deaths_per_million,cases_income,deaths_income,new_cases_income,new_deaths_income,cpm_income,dpm_income,new_cpm_income,new_dpm_income,cases_region,deaths_region,new_cases_region,new_deaths_region,cpm_region,dpm_region,new_cpm_region,new_dpm_region
Suriname,27/10/2024,82503,0,1406,0,Upper middle income,Region of the Americas,612985,,134592.2005,2293.693973,0,0,222905883,2541464,2782,11,88459.50219,1008.572036,1.104027995,0.004365316,192752820,3036545,1427,628,187821.8249,2958.864224,1.390494542,0.611934529
Sweden,27/10/2024,2765245,860,28007,48,High income,European Region,10467097,,264184.5203,2675.718014,82.16222702,4.585798718,455436491,3455604,52016,848,365646.3454,2774.325288,41.76094951,0.680815233,280337863,2276637,49898,223,301176.61,2445.869446,53.60713791,0.239576571
Switzerland,27/10/2024,4468061,1128,14170,0,High income,European Region,8691406,,514078.0444,1630.346114,129.7833745,0,455436491,3455604,52016,848,365646.3454,2774.325288,41.76094951,0.680815233,280337863,2276637,49898,223,301176.61,2445.869446,53.60713791,0.239576571
Syria,27/10/2024,57423,,3163,,Low income,Eastern Mediterranean Region,21324367,,2692.834915,148.3279668,,,1944442,43529,15,0,2707.174757,60.60381847,0.020883946,0,23417911,351975,0,0,30756.04211,462.2683007,0,0
Tajikistan,27/10/2024,17786,0,125,0,Lower middle income,European Region,9750064,,1824.193154,12.82042867,0,0,78216634,927989,194,1,23026.85948,273.1985667,0.057113308,0.000294398,280337863,2276637,49898,223,301176.61,2445.869446,53.60713791,0.239576571
Thailand,27/10/2024,4803632,497,34734,1,Upper middle income,South-East Asia Region,71601103,,67088.7989,485.1042588,6.941233852,0.013966265,222905883,2541464,2782,11,88459.50219,1008.572036,1.104027995,0.004365316,61321320,808852,669,2,29818.68913,393.3200776,0.325314312,0.000972539
United Kingdom,27/10/2024,25010165,2918,232112,0,High income,European Region,67281039,,371726.7951,3449.887271,43.37031716,0,455436491,3455604,52016,848,365646.3454,2774.325288,41.76094951,0.680815233,280337863,2276637,49898,223,301176.61,2445.869446,53.60713791,0.239576571
Timor-Leste,27/10/2024,23460,,138,,Lower middle income,South-East Asia Region,1320942,,17760.05305,104.4709003,,,78216634,927989,194,1,23026.85948,273.1985667,0.057113308,0.000294398,61321320,808852,669,2,29818.68913,393.3200776,0.325314312,0.000972539
Togo,27/10/2024,39535,2,290,0,Low income,African Region,8644829,,4573.254138,33.54606552,0.231352176,0,1944442,43529,15,0,2707.174757,60.60381847,0.020883946,0,9045247,174423,133,0,7779.800298,150.0209013,0.114393055,0
Tokelau,27/10/2024,80,,0,,,Western Pacific Region,1849,,43266.63061,0,,,18263910,105690,0,0,,,,,208581269,421558,2879,7,108392.821,219.069819,1.496121551,0.00363767
Tonga,27/10/2024,16992,,13,,Upper middle income,Western Pacific Region,106017,,160276.1821,122.6218437,,,222905883,2541464,2782,11,88459.50219,1008.572036,1.104027995,0.004365316,208581269,421558,2879,7,108392.821,219.069819,1.496121551,0.00363767
Trinidad & Tobago,27/10/2024,191496,,4390,,High income,Region of the Americas,1525663,,125516.5787,2877.437547,,,455436491,3455604,52016,848,365646.3454,2774.325288,41.76094951,0.680815233,192752820,3036545,1427,628,187821.8249,2958.864224,1.390494542,0.611934529
Tunisia,27/10/2024,1153361,,29423,,Lower middle income,Eastern Mediterranean Region,12262946,,94052.52213,2399.341887,,,78216634,927989,194,1,23026.85948,273.1985667,0.057113308,0.000294398,23417911,351975,0,0,30756.04211,462.2683007,0,0
T�rkiye,27/10/2024,17004729,0,101419,0,,European Region,,,,,,,18263910,105690,0,0,,,,,280337863,2276637,49898,223,301176.61,2445.869446,53.60713791,0.239576571
Turkmenistan,27/10/2024,0,0,0,0,Upper middle income,European Region,6341855,,0,0,0,0,222905883,2541464,2782,11,88459.50219,1008.572036,1.104027995,0.004365316,280337863,2276637,49898,223,301176.61,2445.869446,53.60713791,0.239576571
Turks & Caicos Islands,27/10/2024,6824,0,40,0,High income,Region of the Americas,45114,,151261.2493,886.6427273,0,0,455436491,3455604,52016,848,365646.3454,2774.325288,41.76094951,0.680815233,192752820,3036545,1427,628,187821.8249,2958.864224,1.390494542,0.611934529
Tuvalu,27/10/2024,2943,,1,,Upper middle income,Western Pacific Region,11204,,262674.045,89.25383792,,,222905883,2541464,2782,11,88459.50219,1008.572036,1.104027995,0.004365316,208581269,421558,2879,7,108392.821,219.069819,1.496121551,0.00363767
Uganda,27/10/2024,172159,0,3632,0,Low income,African Region,45853778,,3754.521601,79.20830428,0,0,1944442,43529,15,0,2707.174757,60.60381847,0.020883946,0,9045247,174423,133,0,7779.800298,150.0209013,0.114393055,0
Ukraine,27/10/2024,5540723,142,109923,0,Upper middle income,European Region,43531422,,127281.0018,2525.141494,3.262011519,0,222905883,2541464,2782,11,88459.50219,1008.572036,1.104027995,0.004365316,280337863,2276637,49898,223,301176.61,2445.869446,53.60713791,0.239576571
United Arab Emirates,27/10/2024,1067030,,2349,,High income,Eastern Mediterranean Region,9365145,,113936.3032,250.8236658,,,455436491,3455604,52016,848,365646.3454,2774.325288,41.76094951,0.680815233,23417911,351975,0,0,30756.04211,462.2683007,0,0
Tanzania,27/10/2024,43277,14,846,0,Lower middle income,African Region,63588334,,680.5808122,13.30432717,0.220166171,0,78216634,927989,194,1,23026.85948,273.1985667,0.057113308,0.000294398,9045247,174423,133,0,7779.800298,150.0209013,0.114393055,0
United States,27/10/2024,103436829,,1206594,614,High income,Region of the Americas,336997624,,306936.3747,3580.42287,,1.821971303,455436491,3455604,52016,848,365646.3454,2774.325288,41.76094951,0.680815233,192752820,3036545,1427,628,187821.8249,2958.864224,1.390494542,0.611934529
U.S. Virgin Islands,27/10/2024,25389,,132,,High income,Region of the Americas,100091,,253659.1702,1318.799892,,,455436491,3455604,52016,848,365646.3454,2774.325288,41.76094951,0.680815233,192752820,3036545,1427,628,187821.8249,2958.864224,1.390494542,0.611934529
Uruguay,27/10/2024,1041724,69,7686,1,High income,Region of the Americas,3426260,,304041.1411,2243.262333,20.13857676,0.291863431,455436491,3455604,52016,848,365646.3454,2774.325288,41.76094951,0.680815233,192752820,3036545,1427,628,187821.8249,2958.864224,1.390494542,0.611934529
Uzbekistan,27/10/2024,175081,0,1016,0,Lower middle income,European Region,34081449,,5137.134868,29.81093908,0,0,78216634,927989,194,1,23026.85948,273.1985667,0.057113308,0.000294398,280337863,2276637,49898,223,301176.61,2445.869446,53.60713791,0.239576571
Vanuatu,27/10/2024,12019,,14,,Lower middle income,Western Pacific Region,319137,,37660.94185,43.86830734,,,78216634,927989,194,1,23026.85948,273.1985667,0.057113308,0.000294398,208581269,421558,2879,7,108392.821,219.069819,1.496121551,0.00363767
Venezuela,27/10/2024,552695,,5856,,Upper middle income,Region of the Americas,28199867,,19599.20591,207.6605539,,,222905883,2541464,2782,11,88459.50219,1008.572036,1.104027995,0.004365316,192752820,3036545,1427,628,187821.8249,2958.864224,1.390494542,0.611934529
Vietnam,27/10/2024,11624000,,43206,,Lower middle income,Western Pacific Region,97468029,,119259.619,443.2838177,,,78216634,927989,194,1,23026.85948,273.1985667,0.057113308,0.000294398,208581269,421558,2879,7,108392.821,219.069819,1.496121551,0.00363767
Wallis & Futuna,27/10/2024,3760,,9,,,Western Pacific Region,11627,,323385.224,774.0603767,,,18263910,105690,0,0,,,,,208581269,421558,2879,7,108392.821,219.069819,1.496121551,0.00363767
Yemen,27/10/2024,11945,,2159,,Low income,Eastern Mediterranean Region,32981641,,362.1711849,65.46066037,,,1944442,43529,15,0,2707.174757,60.60381847,0.020883946,0,23417911,351975,0,0,30756.04211,462.2683007,0,0
Zambia,27/10/2024,349892,,4078,,Lower middle income,African Region,19473125,,17967.943,209.4168245,,,78216634,927989,194,1,23026.85948,273.1985667,0.057113308,0.000294398,9045247,174423,133,0,7779.800298,150.0209013,0.114393055,0
Zimbabwe,27/10/2024,266396,,5740,,Lower middle income,African Region,15993524,,16656.49172,358.8952629,,,78216634,927989,194,1,23026.85948,273.1985667,0.057113308,0.000294398,9045247,174423,133,0,7779.800298,150.0209013,0.114393055,0
Afghanistan,20/10/2024,235214,,7998,,Low income,Eastern Mediterranean Region,40099462,,5865.764483,199.4540475,,,1944427,43529,12,0,2707.153873,60.60381847,0.016707157,0,23417911,351975,0,0,30756.04211,462.2683007,0,0
Albania,20/10/2024,337192,3,3608,0,Upper middle income,European Region,2854710,,118117.7773,1263.876191,1.050894837,0,222903101,2541453,2792,9,88458.39816,1008.567671,1.107996464,0.003571622,280287965,2276414,56351,237,301123.0028,2445.62987,60.5398178,0.254617253
Algeria,20/10/2024,272173,1,6881,0,Upper middle income,African Region,44177969,,6160.830979,155.7563681,0.022635717,0,222903101,2541453,2792,9,88458.39816,1008.567671,1.107996464,0.003571622,9045114,174423,117,0,7779.685905,150.0209013,0.100631485,0
American Samoa,20/10/2024,8359,,34,,High income,Western Pacific Region,45035,,185611.1913,754.9683579,,,455384475,3454756,56644,954,365604.5845,2773.644472,45.47653076,0.765917138,208578390,421551,1094,0,108391.3249,219.0661813,0.568515796,0
Andorra,20/10/2024,48015,,159,,High income,European Region,79034,,607523.3444,2011.792393,,,455384475,3454756,56644,954,365604.5845,2773.644472,45.47653076,0.765917138,280287965,2276414,56351,237,301123.0028,2445.62987,60.5398178,0.254617253
Angola,20/10/2024,107482,0,1937,0,Lower middle income,African Region,34503774,,3115.079527,56.13878644,0,0,78216440,927988,219,1,23026.80236,273.1982723,0.064473271,0.000294398,9045114,174423,117,0,7779.685905,150.0209013,0.100631485,0
Anguilla,20/10/2024,3904,,12,,,Region of the Americas,15753,,247825.811,761.7596648,,,18263910,105690,1,0,,,,,192751393,3035917,1507,725,187820.4344,2958.25229,1.468447985,0.706453078
Antigua & Barbuda,20/10/2024,9106,,146,,High income,Region of the Americas,93219,,97683.94855,1566.204315,,,455384475,3454756,56644,954,365604.5845,2773.644472,45.47653076,0.765917138,192751393,3035917,1507,725,187820.4344,2958.25229,1.468447985,0.706453078
Argentina,20/10/2024,10106088,868,130696,3,Upper middle income,Region of the Americas,45276780,,223206.8623,2886.601035,19.17097461,0.066259129,222903101,2541453,2792,9,88458.39816,1008.567671,1.107996464,0.003571622,192751393,3035917,1507,725,187820.4344,2958.25229,1.468447985,0.706453078
Armenia,20/10/2024,452977,0,8778,0,Upper middle income,European Region,2790974,,162300.6879,3145.138579,0,0,222903101,2541453,2792,9,88458.39816,1008.567671,1.107996464,0.003571622,280287965,2276414,56351,237,301123.0028,2445.62987,60.5398178,0.254617253
Aruba,20/10/2024,44224,,292,,High income,Region of the Americas,106537,,415104.6115,2740.831824,,,455384475,3454756,56644,954,365604.5845,2773.644472,45.47653076,0.765917138,192751393,3035917,1507,725,187820.4344,2958.25229,1.468447985,0.706453078
Australia,20/10/2024,11861161,,25236,,High income,Western Pacific Region,25921089,,457587.295,973.5702076,,,455384475,3454756,56644,954,365604.5845,2773.644472,45.47653076,0.765917138,208578390,421551,1094,0,108391.3249,219.0661813,0.568515796,0
Austria,20/10/2024,6082821,56,22534,0,High income,European Region,8922082,,681771.4744,2525.643678,6.276561906,0,455384475,3454756,56644,954,365604.5845,2773.644472,45.47653076,0.765917138,280287965,2276414,56351,237,301123.0028,2445.62987,60.5398178,0.254617253
Azerbaijan,20/10/2024,836462,19,10353,0,Upper middle income,European Region,10312992,,81107.5971,1003.879379,1.842336346,0,222903101,2541453,2792,9,88458.39816,1008.567671,1.107996464,0.003571622,280287965,2276414,56351,237,301123.0028,2445.62987,60.5398178,0.254617253
Bahamas,20/10/2024,39127,,849,,High income,Region of the Americas,407906,,95921.60939,2081.361882,,,455384475,3454756,56644,954,365604.5845,2773.644472,45.47653076,0.765917138,192751393,3035917,1507,725,187820.4344,2958.25229,1.468447985,0.706453078
Bahrain,20/10/2024,696614,,1536,,High income,Eastern Mediterranean Region,1463265,,476068.2446,1049.707333,,,455384475,3454756,56644,954,365604.5845,2773.644472,45.47653076,0.765917138,23417911,351975,0,0,30756.04211,462.2683007,0,0
Bangladesh,20/10/2024,2051455,9,29499,0,Lower middle income,South-East Asia Region,169356251,,12113.25232,174.1831189,0.053142414,0,78216440,927988,219,1,23026.80236,273.1982723,0.064473271,0.000294398,61320651,808850,598,2,29818.36382,393.3191051,0.290789176,0.000972539
Barbados,20/10/2024,108835,1,593,0,High income,Region of the Americas,281200,,387037.6956,2108.819346,3.556187767,0,455384475,3454756,56644,954,365604.5845,2773.644472,45.47653076,0.765917138,192751393,3035917,1507,725,187820.4344,2958.25229,1.468447985,0.706453078
Belarus,20/10/2024,994038,0,7118,0,Upper middle income,European Region,9578167,,103781.6526,743.1484542,0,0,222903101,2541453,2792,9,88458.39816,1008.567671,1.107996464,0.003571622,280287965,2276414,56351,237,301123.0028,2445.62987,60.5398178,0.254617253
Belgium,20/10/2024,4888335,1311,34339,0,High income,European Region,11611419,,420993.7648,2957.347418,112.906097,0,455384475,3454756,56644,954,365604.5845,2773.644472,45.47653076,0.765917138,280287965,2276414,56351,237,301123.0028,2445.62987,60.5398178,0.254617253
Belize,20/10/2024,71430,0,688,0,Upper middle income,Region of the Americas,400031,,178561.1615,1719.86671,0,0,222903101,2541453,2792,9,88458.39816,1008.567671,1.107996464,0.003571622,192751393,3035917,1507,725,187820.4344,2958.25229,1.468447985,0.706453078
Benin,20/10/2024,28036,,163,,Lower middle income,African Region,12996895,,2157.130607,12.54145702,,,78216440,927988,219,1,23026.80236,273.1982723,0.064473271,0.000294398,9045114,174423,117,0,7779.685905,150.0209013,0.100631485,0
Bermuda,20/10/2024,18860,,165,,High income,Region of the Americas,64185,,293838.1242,2570.694087,,,455384475,3454756,56644,954,365604.5845,2773.644472,45.47653076,0.765917138,192751393,3035917,1507,725,187820.4344,2958.25229,1.468447985,0.706453078
Bhutan,20/10/2024,62697,,21,,Lower middle income,South-East Asia Region,777486,,80640.68035,27.01013266,,,78216440,927988,219,1,23026.80236,273.1982723,0.064473271,0.000294398,61320651,808850,598,2,29818.36382,393.3191051,0.290789176,0.000972539
Bolivia,20/10/2024,1212155,0,22387,0,Lower middle income,Region of the Americas,12079472,,100348.343,1853.309482,0,0,78216440,927988,219,1,23026.80236,273.1982723,0.064473271,0.000294398,192751393,3035917,1507,725,187820.4344,2958.25229,1.468447985,0.706453078
Caribbean Netherlands,20/10/2024,11922,,41,,,Region of the Americas,26706,,446416.5356,1535.235528,,,18263910,105690,1,0,,,,,192751393,3035917,1507,725,187820.4344,2958.25229,1.468447985,0.706453078
Bosnia & Herzegovina,20/10/2024,403934,14,16402,0,Upper middle income,European Region,3270943,,123491.6047,5014.456076,4.280111271,0,222903101,2541453,2792,9,88458.39816,1008.567671,1.107996464,0.003571622,280287965,2276414,56351,237,301123.0028,2445.62987,60.5398178,0.254617253
Botswana,20/10/2024,330696,,2801,,Upper middle income,African Region,2588423,,127759.6436,1082.126067,,,222903101,2541453,2792,9,88458.39816,1008.567671,1.107996464,0.003571622,9045114,174423,117,0,7779.685905,150.0209013,0.100631485,0
Brazil,20/10/2024,37511921,,702116,,Upper middle income,Region of the Americas,214326223,,175022.545,3275.922051,,,222903101,2541453,2792,9,88458.39816,1008.567671,1.107996464,0.003571622,192751393,3035917,1507,725,187820.4344,2958.25229,1.468447985,0.706453078
British Virgin Islands,20/10/2024,7628,0,64,0,High income,Region of the Americas,31122,,245099.9293,2056.423109,0,0,455384475,3454756,56644,954,365604.5845,2773.644472,45.47653076,0.765917138,192751393,3035917,1507,725,187820.4344,2958.25229,1.468447985,0.706453078
Brunei,20/10/2024,349170,96,181,0,High income,Western Pacific Region,445373,,783994.5394,406.4009269,215.5496629,0,455384475,3454756,56644,954,365604.5845,2773.644472,45.47653076,0.765917138,208578390,421551,1094,0,108391.3249,219.0661813,0.568515796,0
Bulgaria,20/10/2024,1337252,636,38743,5,High income,European Region,6885868,,194202.3867,5626.451161,92.36308335,0.726124869,455384475,3454756,56644,954,365604.5845,2773.644472,45.47653076,0.765917138,280287965,2276414,56351,237,301123.0028,2445.62987,60.5398178,0.254617253
Burkina Faso,20/10/2024,22150,4,400,0,Low income,African Region,22100683,,1002.231469,18.09898816,0.180989882,0,1944427,43529,12,0,2707.153873,60.60381847,0.016707157,0,9045114,174423,117,0,7779.685905,150.0209013,0.100631485,0
Burundi,20/10/2024,54569,,15,,Low income,African Region,12551213,,4347.707269,1.195103613,,,1944427,43529,12,0,2707.153873,60.60381847,0.016707157,0,9045114,174423,117,0,7779.685905,150.0209013,0.100631485,0
Cape Verde,20/10/2024,64474,,417,,Lower middle income,African Region,587925,,109663.6476,709.2741421,,,78216440,927988,219,1,23026.80236,273.1982723,0.064473271,0.000294398,9045114,174423,117,0,7779.685905,150.0209013,0.100631485,0
Cambodia,20/10/2024,139324,,3056,,Lower middle income,Western Pacific Region,16589023,,8398.565726,184.2182026,,,78216440,927988,219,1,23026.80236,273.1982723,0.064473271,0.000294398,208578390,421551,1094,0,108391.3249,219.0661813,0.568515796,0
Cameroon,20/10/2024,125279,10,1974,0,Lower middle income,African Region,27198628,,4606.077924,72.57719029,0.367665604,0,78216440,927988,219,1,23026.80236,273.1982723,0.064473271,0.000294398,9045114,174423,117,0,7779.685905,150.0209013,0.100631485,0
Canada,20/10/2024,4819055,,55282,,High income,Region of the Americas,38155012,,126302.0177,1448.879114,,,455384475,3454756,56644,954,365604.5845,2773.644472,45.47653076,0.765917138,192751393,3035917,1507,725,187820.4344,2958.25229,1.468447985,0.706453078
Cayman Islands,20/10/2024,31472,,37,,High income,Region of the Americas,68136,,461899.73,543.0315839,,,455384475,3454756,56644,954,365604.5845,2773.644472,45.47653076,0.765917138,192751393,3035917,1507,725,187820.4344,2958.25229,1.468447985,0.706453078
Central African Republic,20/10/2024,15443,0,113,0,Low income,African Region,5457154,,2829.863332,20.706764,0,0,1944427,43529,12,0,2707.153873,60.60381847,0.016707157,0,9045114,174423,117,0,7779.685905,150.0209013,0.100631485,0
Chad,20/10/2024,7702,,194,,Low income,African Region,17179740,,448.3187755,11.29237113,,,1944427,43529,12,0,2707.153873,60.60381847,0.016707157,0,9045114,174423,117,0,7779.685905,150.0209013,0.100631485,0
Chile,20/10/2024,5403559,435,62779,10,High income,Region of the Americas,19493184,,277202.4827,3220.561608,22.31549243,0.512999826,455384475,3454756,56644,954,365604.5845,2773.644472,45.47653076,0.765917138,192751393,3035917,1507,725,187820.4344,2958.25229,1.468447985,0.706453078
China,20/10/2024,99381002,101,122367,0,Upper middle income,Western Pacific Region,1425893465,,69697.35428,85.81777181,0.070832781,0,222903101,2541453,2792,9,88458.39816,1008.567671,1.107996464,0.003571622,208578390,421551,1094,0,108391.3249,219.0661813,0.568515796,0
Colombia,20/10/2024,6394306,38,142727,0,Upper middle income,Region of the Americas,51516562,,124121.3651,2770.507085,0.737626863,0,222903101,2541453,2792,9,88458.39816,1008.567671,1.107996464,0.003571622,192751393,3035917,1507,725,187820.4344,2958.25229,1.468447985,0.706453078
Comoros,20/10/2024,9109,,160,,Lower middle income,African Region,821625,,11086.56626,194.7360414,,,78216440,927988,219,1,23026.80236,273.1982723,0.064473271,0.000294398,9045114,174423,117,0,7779.685905,150.0209013,0.100631485,0
Congo - Brazzaville,20/10/2024,25234,0,389,0,Lower middle income,African Region,5835806,,4323.995691,66.65745914,0,0,78216440,927988,219,1,23026.80236,273.1982723,0.064473271,0.000294398,9045114,174423,117,0,7779.685905,150.0209013,0.100631485,0
Cook Islands,20/10/2024,7375,,2,,,Western Pacific Region,17003,,433746.9858,117.6263012,,,18263910,105690,1,0,,,,,208578390,421551,1094,0,108391.3249,219.0661813,0.568515796,0
Costa Rica,20/10/2024,1235714,23,9374,0,Upper middle income,Region of the Americas,5153957,,239760.2464,1818.796703,4.462590588,0,222903101,2541453,2792,9,88458.39816,1008.567671,1.107996464,0.003571622,192751393,3035917,1507,725,187820.4344,2958.25229,1.468447985,0.706453078
Côte d’Ivoire,20/10/2024,88451,3,835,0,Lower middle income,African Region,27478249,,3218.946011,30.38767135,0.109177262,0,78216440,927988,219,1,23026.80236,273.1982723,0.064473271,0.000294398,9045114,174423,117,0,7779.685905,150.0209013,0.100631485,0
Croatia,20/10/2024,1347467,1596,18774,0,High income,European Region,4060135,,331877.3883,4623.984178,393.0903775,0,455384475,3454756,56644,954,365604.5845,2773.644472,45.47653076,0.765917138,280287965,2276414,56351,237,301123.0028,2445.62987,60.5398178,0.254617253
Cuba,20/10/2024,1113662,,8530,,Upper middle income,Region of the Americas,11256372,,98936.14035,757.7930083,,,222903101,2541453,2792,9,88458.39816,1008.567671,1.107996464,0.003571622,192751393,3035917,1507,725,187820.4344,2958.25229,1.468447985,0.706453078
Cura�ao,20/10/2024,45883,,305,,,Region of the Americas,,,,,,,18263910,105690,1,0,,,,,192751393,3035917,1507,725,187820.4344,2958.25229,1.468447985,0.706453078
Cyprus,20/10/2024,708559,288,1492,0,High income,European Region,1244188,,569495.1245,1199.175687,231.4762721,0,455384475,3454756,56644,954,365604.5845,2773.644472,45.47653076,0.765917138,280287965,2276414,56351,237,301123.0028,2445.62987,60.5398178,0.254617253
Czechia,20/10/2024,4807794,6057,43666,32,High income,European Region,10510751,,457416.7916,4154.412943,576.2671002,3.044501768,455384475,3454756,56644,954,365604.5845,2773.644472,45.47653076,0.765917138,280287965,2276414,56351,237,301123.0028,2445.62987,60.5398178,0.254617253
North Korea,20/10/2024,0,,0,,Low income,South-East Asia Region,25971909,,0,0,,,1944427,43529,12,0,2707.153873,60.60381847,0.016707157,0,61320651,808850,598,2,29818.36382,393.3191051,0.290789176,0.000972539
Congo - Kinshasa,20/10/2024,100976,,1474,,Low income,African Region,95894118,,1052.994721,15.37112005,,,1944427,43529,12,0,2707.153873,60.60381847,0.016707157,0,9045114,174423,117,0,7779.685905,150.0209013,0.100631485,0
Denmark,20/10/2024,3442487,394,9952,26,High income,European Region,5854240,,588033.1179,1699.96447,67.30164804,4.441225505,455384475,3454756,56644,954,365604.5845,2773.644472,45.47653076,0.765917138,280287965,2276414,56351,237,301123.0028,2445.62987,60.5398178,0.254617253
Djibouti,20/10/2024,15690,,189,,Lower middle income,Eastern Mediterranean Region,1105557,,14191.94126,170.9545505,,,78216440,927988,219,1,23026.80236,273.1982723,0.064473271,0.000294398,23417911,351975,0,0,30756.04211,462.2683007,0,0
Dominica,20/10/2024,16047,,74,,Upper middle income,Region of the Americas,72412,,221606.916,1021.930067,,,222903101,2541453,2792,9,88458.39816,1008.567671,1.107996464,0.003571622,192751393,3035917,1507,725,187820.4344,2958.25229,1.468447985,0.706453078
Dominican Republic,20/10/2024,661103,,4384,,Upper middle income,Region of the Americas,11117873,,59463.08255,394.3200287,,,222903101,2541453,2792,9,88458.39816,1008.567671,1.107996464,0.003571622,192751393,3035917,1507,725,187820.4344,2958.25229,1.468447985,0.706453078
Ecuador,20/10/2024,1078766,15,36054,0,Upper middle income,Region of the Americas,17797737,,60612.53743,2025.763163,0.842803779,0,222903101,2541453,2792,9,88458.39816,1008.567671,1.107996464,0.003571622,192751393,3035917,1507,725,187820.4344,2958.25229,1.468447985,0.706453078
Egypt,20/10/2024,516023,,24830,,Lower middle income,Eastern Mediterranean Region,109262178,,4722.796209,227.2515563,,,78216440,927988,219,1,23026.80236,273.1982723,0.064473271,0.000294398,23417911,351975,0,0,30756.04211,462.2683007,0,0
El Salvador,20/10/2024,201960,2,4230,0,Upper middle income,Region of the Americas,6314167,,31985.21674,669.9220974,0.316748037,0,222903101,2541453,2792,9,88458.39816,1008.567671,1.107996464,0.003571622,192751393,3035917,1507,725,187820.4344,2958.25229,1.468447985,0.706453078
Equatorial Guinea,20/10/2024,17130,,183,,Upper middle income,African Region,1634466,,10480.4872,111.9631733,,,222903101,2541453,2792,9,88458.39816,1008.567671,1.107996464,0.003571622,9045114,174423,117,0,7779.685905,150.0209013,0.100631485,0
Eritrea,20/10/2024,10189,,103,,Low income,African Region,3620312,,2814.398317,28.45058658,,,1944427,43529,12,0,2707.153873,60.60381847,0.016707157,0,9045114,174423,117,0,7779.685905,150.0209013,0.100631485,0
Estonia,20/10/2024,612247,151,2998,0,High income,European Region,1328701,,460786.1362,2256.339086,113.6448306,0,455384475,3454756,56644,954,365604.5845,2773.644472,45.47653076,0.765917138,280287965,2276414,56351,237,301123.0028,2445.62987,60.5398178,0.254617253
Eswatini,20/10/2024,75356,,1427,,Lower middle income,African Region,1192271,,63203.7515,1196.875543,,,78216440,927988,219,1,23026.80236,273.1982723,0.064473271,0.000294398,9045114,174423,117,0,7779.685905,150.0209013,0.100631485,0
Ethiopia,20/10/2024,501239,2,7574,0,Low income,African Region,120283026,,4167.163204,62.96815313,0.01662745,0,1944427,43529,12,0,2707.153873,60.60381847,0.016707157,0,9045114,174423,117,0,7779.685905,150.0209013,0.100631485,0
Falkland Islands,20/10/2024,1923,,0,,,,3764,,510892.6674,0,,,18263910,105690,1,0,,,,,1310929,4286,1,0,,,,
Faroe Islands,20/10/2024,34658,,28,,High income,,52889,,655296.9427,529.4106525,,,455384475,3454756,56644,954,365604.5845,2773.644472,45.47653076,0.765917138,1310929,4286,1,0,,,,
Fiji,20/10/2024,69047,,885,,Upper middle income,Western Pacific Region,924610,,74676.8908,957.1603162,,,222903101,2541453,2792,9,88458.39816,1008.567671,1.107996464,0.003571622,208578390,421551,1094,0,108391.3249,219.0661813,0.568515796,0
Finland,20/10/2024,1499712,0,11466,0,High income,European Region,5535992,,270902.1256,2071.173513,0,0,455384475,3454756,56644,954,365604.5845,2773.644472,45.47653076,0.765917138,280287965,2276414,56351,237,301123.0028,2445.62987,60.5398178,0.254617253
France,20/10/2024,39024332,1758,168091,0,High income,European Region,64531444,,604733.5931,2604.792169,27.24253311,0,455384475,3454756,56644,954,365604.5845,2773.644472,45.47653076,0.765917138,280287965,2276414,56351,237,301123.0028,2445.62987,60.5398178,0.254617253
French Guiana,20/10/2024,98041,,413,,,,297449,,329606.0837,1388.473318,,,18263910,105690,1,0,,,,,1310929,4286,1,0,,,,
French Polynesia,20/10/2024,79451,,650,,High income,Western Pacific Region,304032,,261324.4658,2137.932849,,,455384475,3454756,56644,954,365604.5845,2773.644472,45.47653076,0.765917138,208578390,421551,1094,0,108391.3249,219.0661813,0.568515796,0
Gabon,20/10/2024,49056,,307,,Upper middle income,African Region,2341179,,20953.5452,131.1305116,,,222903101,2541453,2792,9,88458.39816,1008.567671,1.107996464,0.003571622,9045114,174423,117,0,7779.685905,150.0209013,0.100631485,0
Gambia,20/10/2024,12627,0,372,0,Low income,African Region,2639916,,4783.106735,140.9135745,0,0,1944427,43529,12,0,2707.153873,60.60381847,0.016707157,0,9045114,174423,117,0,7779.685905,150.0209013,0.100631485,0
Georgia,20/10/2024,1864383,0,17151,0,Upper middle income,European Region,3757980,,496113.0714,4563.888046,0,0,222903101,2541453,2792,9,88458.39816,1008.567671,1.107996464,0.003571622,280287965,2276414,56351,237,301123.0028,2445.62987,60.5398178,0.254617253
Germany,20/10/2024,38437756,0,174979,0,High income,European Region,83408554,,460837.0983,2097.854376,0,0,455384475,3454756,56644,954,365604.5845,2773.644472,45.47653076,0.765917138,280287965,2276414,56351,237,301123.0028,2445.62987,60.5398178,0.254617253
Ghana,20/10/2024,172210,22,1462,0,Lower middle income,African Region,32833031,,5245.022916,44.5283288,0.670056931,0,78216440,927988,219,1,23026.80236,273.1982723,0.064473271,0.000294398,9045114,174423,117,0,7779.685905,150.0209013,0.100631485,0
Gibraltar,20/10/2024,20550,,113,,High income,,32669,,629036.7015,3458.936607,,,455384475,3454756,56644,954,365604.5845,2773.644472,45.47653076,0.765917138,1310929,4286,1,0,,,,
