Country,Date,Confirmed Cases,New Cases,Confirmed Deaths,New Deaths,Income,Region,Population,year,cpm,dpm,new_cases_per_million,new_deaths_per_million,cases_income,deaths_income,new_cases_income,new_deaths_income,cpm_income,dpm_income,new_cpm_income,new_dpm_income,cases_region,deaths_region,new_cases_region,new_deaths_region,cpm_region,dpm_region,new_cpm_region,new_dpm_region
Moldova,10/11/2024,650707,46,12281,0,Upper middle income,European Region,3061506,,212544.7411,4011.424443,15.02528494,0,222911611,2541484,2911,5,88461.77533,1008.579973,1.155221241,0.001984234,280417024,2277035,37108,167,301261.6553,2446.297031,39.86640093,0.179413845
R�union,10/11/2024,494595,,921,,,,,,,,,,18263911,105690,0,0,,,,,1310931,4286,0,0,,,,
Romania,10/11/2024,3566771,70,68938,9,High income,European Region,19328560,,184533.7159,3566.639212,3.621583812,0.465632204,455518657,3457077,38822,667,365712.3123,2775.507883,31.16817098,0.535499718,280417024,2277035,37108,167,301261.6553,2446.297031,39.86640093,0.179413845
Russia,10/11/2024,24619320,22398,403672,45,High income,European Region,145102755,,169668.1776,2781.973368,154.3595778,0.310125056,455518657,3457077,38822,667,365712.3123,2775.507883,31.16817098,0.535499718,280417024,2277035,37108,167,301261.6553,2446.297031,39.86640093,0.179413845
Rwanda,10/11/2024,133266,,1468,,Low income,African Region,13461888,,9899.502952,109.048597,,,1944457,43529,0,0,2707.195641,60.60381847,0,0,9045325,174423,0,0,7779.867385,150.0209013,0,0
Saint Barth�lemy,10/11/2024,5507,,5,,,,,,,,,,18263911,105690,0,0,,,,,1310931,4286,0,0,,,,
St. Helena,10/11/2024,2166,,0,,,,5404,,400814.2117,0,,,18263911,105690,0,0,,,,,1310931,4286,0,0,,,,
St. Kitts & Nevis,10/11/2024,6607,,46,,High income,Region of the Americas,47606,,138785.0271,966.2647565,,,455518657,3457077,38822,667,365712.3123,2775.507883,31.16817098,0.535499718,192755882,3037612,1594,492,187824.8086,2959.903928,1.553222354,0.479413675
St. Lucia,10/11/2024,30231,0,410,0,Upper middle income,Region of the Americas,179651,,168276.269,2282.202715,0,0,222911611,2541484,2911,5,88461.77533,1008.579973,1.155221241,0.001984234,192755882,3037612,1594,492,187824.8086,2959.903928,1.553222354,0.479413675
Saint Martin (French part),10/11/2024,12324,,46,,High income,,31948,,385751.8468,1439.83974,,,455518657,3457077,38822,667,365712.3123,2775.507883,31.16817098,0.535499718,1310931,4286,0,0,,,,
St. Pierre & Miquelon,10/11/2024,3426,,2,,,,5883,,582355.9408,339.9626041,,,18263911,105690,0,0,,,,,1310931,4286,0,0,,,,
St. Vincent & Grenadines,10/11/2024,9674,,124,,Upper middle income,Region of the Americas,104332,,92723.22969,1188.513591,,,222911611,2541484,2911,5,88461.77533,1008.579973,1.155221241,0.001984234,192755882,3037612,1594,492,187824.8086,2959.903928,1.553222354,0.479413675
Samoa,10/11/2024,17057,,31,,Lower middle income,Western Pacific Region,218764,,77969.86707,141.7052166,,,78216853,927991,85,1,23026.92395,273.1991555,0.025023872,0.000294398,208585704,421585,2432,13,108395.1257,219.08385,1.263830362,0.006755672
San Marino,10/11/2024,25292,,126,,High income,European Region,33745,,749503.6302,3733.886502,,,455518657,3457077,38822,667,365712.3123,2775.507883,31.16817098,0.535499718,280417024,2277035,37108,167,301261.6553,2446.297031,39.86640093,0.179413845
São Tomé & Príncipe,10/11/2024,6771,,80,,Lower middle income,African Region,223107,,30348.66678,358.5723442,,,78216853,927991,85,1,23026.92395,273.1991555,0.025023872,0.000294398,9045325,174423,0,0,7779.867385,150.0209013,0,0
Saudi Arabia,10/11/2024,841469,,9646,,High income,Eastern Mediterranean Region,35950396,,23406.39029,268.3141515,,,455518657,3457077,38822,667,365712.3123,2775.507883,31.16817098,0.535499718,23417911,351975,0,0,30756.04211,462.2683007,0,0
Senegal,10/11/2024,89315,,1972,,Lower middle income,African Region,16876720,,5292.201328,116.8473495,,,78216853,927991,85,1,23026.92395,273.1991555,0.025023872,0.000294398,9045325,174423,0,0,7779.867385,150.0209013,0,0
Serbia,10/11/2024,2583470,,18057,,Upper middle income,European Region,7296769,,354056.7065,2474.656934,,,222911611,2541484,2911,5,88461.77533,1008.579973,1.155221241,0.001984234,280417024,2277035,37108,167,301261.6553,2446.297031,39.86640093,0.179413845
Seychelles,10/11/2024,51892,,172,,High income,African Region,106471,,487381.5405,1615.463366,,,455518657,3457077,38822,667,365712.3123,2775.507883,31.16817098,0.535499718,9045325,174423,0,0,7779.867385,150.0209013,0,0
Sierra Leone,10/11/2024,7985,,125,,Low income,African Region,8420641,,948.2651024,14.84447562,,,1944457,43529,0,0,2707.195641,60.60381847,0,0,9045325,174423,0,0,7779.867385,150.0209013,0,0
Singapore,10/11/2024,3006155,,2024,,High income,Western Pacific Region,5941060,,505996.4047,340.679946,,,455518657,3457077,38822,667,365712.3123,2775.507883,31.16817098,0.535499718,208585704,421585,2432,13,108395.1257,219.08385,1.263830362,0.006755672
Sint Maarten,10/11/2024,11051,,92,,High income,Region of the Americas,44042,,250919.5768,2088.915126,,,455518657,3457077,38822,667,365712.3123,2775.507883,31.16817098,0.535499718,192755882,3037612,1594,492,187824.8086,2959.903928,1.553222354,0.479413675
Slovakia,10/11/2024,1884546,289,21257,4,High income,European Region,5447622,,345939.2006,3902.069564,53.05067055,0.734265336,455518657,3457077,38822,667,365712.3123,2775.507883,31.16817098,0.535499718,280417024,2277035,37108,167,301261.6553,2446.297031,39.86640093,0.179413845
Slovenia,10/11/2024,1360148,113,9914,0,High income,European Region,2119410,,641757.8477,4677.716912,53.31672494,0,455518657,3457077,38822,667,365712.3123,2775.507883,31.16817098,0.535499718,280417024,2277035,37108,167,301261.6553,2446.297031,39.86640093,0.179413845
Solomon Islands,10/11/2024,25954,,199,,Lower middle income,Western Pacific Region,707851,,36665.9085,281.1326112,,,78216853,927991,85,1,23026.92395,273.1991555,0.025023872,0.000294398,208585704,421585,2432,13,108395.1257,219.08385,1.263830362,0.006755672
Somalia,10/11/2024,27334,,1361,,Low income,Eastern Mediterranean Region,17065581,,1601.703452,79.75116698,,,1944457,43529,0,0,2707.195641,60.60381847,0,0,23417911,351975,0,0,30756.04211,462.2683007,0,0
South Africa,10/11/2024,4072819,,102595,,Upper middle income,African Region,59392255,,68574.91772,1727.413785,,,222911611,2541484,2911,5,88461.77533,1008.579973,1.155221241,0.001984234,9045325,174423,0,0,7779.867385,150.0209013,0,0
South Sudan,10/11/2024,18855,,147,,Low income,African Region,10748272,,1754.235472,13.67661704,,,1944457,43529,0,0,2707.195641,60.60381847,0,0,9045325,174423,0,0,7779.867385,150.0209013,0,0
Spain,10/11/2024,13980340,0,121852,0,High income,European Region,47486935,,294403.9239,2566.011051,0,0,455518657,3457077,38822,667,365712.3123,2775.507883,31.16817098,0.535499718,280417024,2277035,37108,167,301261.6553,2446.297031,39.86640093,0.179413845
Sri Lanka,10/11/2024,672809,,16907,,Lower middle income,South-East Asia Region,21773441,,30900.44426,776.4964665,,,78216853,927991,85,1,23026.92395,273.1991555,0.025023872,0.000294398,61322712,808855,684,1,29819.36602,393.3215364,0.332608355,0.00048627
Sudan,10/11/2024,63993,,5046,,Low income,Eastern Mediterranean Region,45657202,,1401.597058,110.5192561,,,1944457,43529,0,0,2707.195641,60.60381847,0,0,23417911,351975,0,0,30756.04211,462.2683007,0,0
Suriname,10/11/2024,82503,0,1406,0,Upper middle income,Region of the Americas,612985,,134592.2005,2293.693973,0,0,222911611,2541484,2911,5,88461.77533,1008.579973,1.155221241,0.001984234,192755882,3037612,1594,492,187824.8086,2959.903928,1.553222354,0.479413675
Sweden,10/11/2024,2766574,627,28090,34,High income,European Region,10467097,,264311.4896,2683.647625,59.90199575,3.248274092,455518657,3457077,38822,667,365712.3123,2775.507883,31.16817098,0.535499718,280417024,2277035,37108,167,301261.6553,2446.297031,39.86640093,0.179413845
Switzerland,10/11/2024,4469968,925,14170,0,High income,European Region,8691406,,514297.4566,1630.346114,106.4269694,0,455518657,3457077,38822,667,365712.3123,2775.507883,31.16817098,0.535499718,280417024,2277035,37108,167,301261.6553,2446.297031,39.86640093,0.179413845
Syria,10/11/2024,57423,,3163,,Low income,Eastern Mediterranean Region,21324367,,2692.834915,148.3279668,,,1944457,43529,0,0,2707.195641,60.60381847,0,0,23417911,351975,0,0,30756.04211,462.2683007,0,0
Tajikistan,10/11/2024,17786,0,125,0,Lower middle income,European Region,9750064,,1824.193154,12.82042867,0,0,78216853,927991,85,1,23026.92395,273.1991555,0.025023872,0.000294398,280417024,2277035,37108,167,301261.6553,2446.297031,39.86640093,0.179413845
Thailand,10/11/2024,4804750,569,34735,0,Upper middle income,South-East Asia Region,71601103,,67104.41318,485.1182251,7.946804954,0,222911611,2541484,2911,5,88461.77533,1008.579973,1.155221241,0.001984234,61322712,808855,684,1,29819.36602,393.3215364,0.332608355,0.00048627
United Kingdom,10/11/2024,25012401,279,232112,0,High income,European Region,67281039,,371760.0289,3449.887271,4.146784951,0,455518657,3457077,38822,667,365712.3123,2775.507883,31.16817098,0.535499718,280417024,2277035,37108,167,301261.6553,2446.297031,39.86640093,0.179413845
Timor-Leste,10/11/2024,23460,,138,,Lower middle income,South-East Asia Region,1320942,,17760.05305,104.4709003,,,78216853,927991,85,1,23026.92395,273.1991555,0.025023872,0.000294398,61322712,808855,684,1,29819.36602,393.3215364,0.332608355,0.00048627
Togo,10/11/2024,39535,,290,,Low income,African Region,8644829,,4573.254138,33.54606552,,,1944457,43529,0,0,2707.195641,60.60381847,0,0,9045325,174423,0,0,7779.867385,150.0209013,0,0
Tokelau,10/11/2024,80,,0,,,Western Pacific Region,1849,,43266.63061,0,,,18263911,105690,0,0,,,,,208585704,421585,2432,13,108395.1257,219.08385,1.263830362,0.006755672
Tonga,10/11/2024,16992,,13,,Upper middle income,Western Pacific Region,106017,,160276.1821,122.6218437,,,222911611,2541484,2911,5,88461.77533,1008.579973,1.155221241,0.001984234,208585704,421585,2432,13,108395.1257,219.08385,1.263830362,0.006755672
Trinidad & Tobago,10/11/2024,191496,,4390,,High income,Region of the Americas,1525663,,125516.5787,2877.437547,,,455518657,3457077,38822,667,365712.3123,2775.507883,31.16817098,0.535499718,192755882,3037612,1594,492,187824.8086,2959.903928,1.553222354,0.479413675
Tunisia,10/11/2024,1153361,,29423,,Lower middle income,Eastern Mediterranean Region,12262946,,94052.52213,2399.341887,,,78216853,927991,85,1,23026.92395,273.1991555,0.025023872,0.000294398,23417911,351975,0,0,30756.04211,462.2683007,0,0
T�rkiye,10/11/2024,17004730,0,101419,0,,European Region,,,,,,,18263911,105690,0,0,,,,,280417024,2277035,37108,167,301261.6553,2446.297031,39.86640093,0.179413845
Turkmenistan,10/11/2024,0,0,0,0,Upper middle income,European Region,6341855,,0,0,0,0,222911611,2541484,2911,5,88461.77533,1008.579973,1.155221241,0.001984234,280417024,2277035,37108,167,301261.6553,2446.297031,39.86640093,0.179413845
Turks & Caicos Islands,10/11/2024,6826,2,40,0,High income,Region of the Americas,45114,,151305.5814,886.6427273,44.33213637,0,455518657,3457077,38822,667,365712.3123,2775.507883,31.16817098,0.535499718,192755882,3037612,1594,492,187824.8086,2959.903928,1.553222354,0.479413675
Tuvalu,10/11/2024,2943,,1,,Upper middle income,Western Pacific Region,11204,,262674.045,89.25383792,,,222911611,2541484,2911,5,88461.77533,1008.579973,1.155221241,0.001984234,208585704,421585,2432,13,108395.1257,219.08385,1.263830362,0.006755672
Uganda,10/11/2024,172159,,3632,,Low income,African Region,45853778,,3754.521601,79.20830428,,,1944457,43529,0,0,2707.195641,60.60381847,0,0,9045325,174423,0,0,7779.867385,150.0209013,0,0
Ukraine,10/11/2024,5540965,110,109923,0,Upper middle income,European Region,43531422,,127286.561,2525.141494,2.526910332,0,222911611,2541484,2911,5,88461.77533,1008.579973,1.155221241,0.001984234,280417024,2277035,37108,167,301261.6553,2446.297031,39.86640093,0.179413845
United Arab Emirates,10/11/2024,1067030,,2349,,High income,Eastern Mediterranean Region,9365145,,113936.3032,250.8236658,,,455518657,3457077,38822,667,365712.3123,2775.507883,31.16817098,0.535499718,23417911,351975,0,0,30756.04211,462.2683007,0,0
Tanzania,10/11/2024,43298,,846,,Lower middle income,African Region,63588334,,680.9110615,13.30432717,,,78216853,927991,85,1,23026.92395,273.1991555,0.025023872,0.000294398,9045325,174423,0,0,7779.867385,150.0209013,0,0
United States,10/11/2024,103436829,,1207640,485,High income,Region of the Americas,336997624,,306936.3747,3583.526749,,1.439179286,455518657,3457077,38822,667,365712.3123,2775.507883,31.16817098,0.535499718,192755882,3037612,1594,492,187824.8086,2959.903928,1.553222354,0.479413675
U.S. Virgin Islands,10/11/2024,25389,,132,,High income,Region of the Americas,100091,,253659.1702,1318.799892,,,455518657,3457077,38822,667,365712.3123,2775.507883,31.16817098,0.535499718,192755882,3037612,1594,492,187824.8086,2959.903928,1.553222354,0.479413675
Uruguay,10/11/2024,1041912,94,7687,0,High income,Region of the Americas,3426260,,304096.0114,2243.554196,27.43516254,0,455518657,3457077,38822,667,365712.3123,2775.507883,31.16817098,0.535499718,192755882,3037612,1594,492,187824.8086,2959.903928,1.553222354,0.479413675
Uzbekistan,10/11/2024,175081,0,1016,0,Lower middle income,European Region,34081449,,5137.134868,29.81093908,0,0,78216853,927991,85,1,23026.92395,273.1991555,0.025023872,0.000294398,280417024,2277035,37108,167,301261.6553,2446.297031,39.86640093,0.179413845
Vanuatu,10/11/2024,12019,,14,,Lower middle income,Western Pacific Region,319137,,37660.94185,43.86830734,,,78216853,927991,85,1,23026.92395,273.1991555,0.025023872,0.000294398,208585704,421585,2432,13,108395.1257,219.08385,1.263830362,0.006755672
Venezuela,10/11/2024,552695,,5856,,Upper middle income,Region of the Americas,28199867,,19599.20591,207.6605539,,,222911611,2541484,2911,5,88461.77533,1008.579973,1.155221241,0.001984234,192755882,3037612,1594,492,187824.8086,2959.903928,1.553222354,0.479413675
Vietnam,10/11/2024,11624000,,43206,,Lower middle income,Western Pacific Region,97468029,,119259.619,443.2838177,,,78216853,927991,85,1,23026.92395,273.1991555,0.025023872,0.000294398,208585704,421585,2432,13,108395.1257,219.08385,1.263830362,0.006755672
Wallis & Futuna,10/11/2024,3760,,9,,,Western Pacific Region,11627,,323385.224,774.0603767,,,18263911,105690,0,0,,,,,208585704,421585,2432,13,108395.1257,219.08385,1.263830362,0.006755672
Yemen,10/11/2024,11945,,2159,,Low income,Eastern Mediterranean Region,32981641,,362.1711849,65.46066037,,,1944457,43529,0,0,2707.195641,60.60381847,0,0,23417911,351975,0,0,30756.04211,462.2683007,0,0
Zambia,10/11/2024,349892,,4078,,Lower middle income,African Region,19473125,,17967.943,209.4168245,,,78216853,927991,85,1,23026.92395,273.1991555,0.025023872,0.000294398,9045325,174423,0,0,7779.867385,150.0209013,0,0
Zimbabwe,10/11/2024,266396,,5740,,Lower middle income,African Region,15993524,,16656.49172,358.8952629,,,78216853,927991,85,1,23026.92395,273.1991555,0.025023872,0.000294398,9045325,174423,0,0,7779.867385,150.0209013,0,0
Afghanistan,03/11/2024,235214,,7998,,Low income,Eastern Mediterranean Region,40099462,,5865.764483,199.4540475,,,1944457,43529,15,0,2707.195641,60.60381847,0.020883946,0,23417911,351975,0,0,30756.04211,462.2683007,0,0
Albania,03/11/2024,337195,0,3608,0,Upper middle income,European Region,2854710,,118118.8282,1263.876191,0,0,222908700,2541479,2817,15,88460.62011,1008.577989,1.117917636,0.005952703,280379916,2276868,42053,231,301221.7889,2446.117618,45.17898454,0.248171246
Algeria,03/11/2024,272173,0,6881,0,Upper middle income,African Region,44177969,,6160.830979,155.7563681,0,0,222908700,2541479,2817,15,88460.62011,1008.577989,1.117917636,0.005952703,9045325,174423,78,0,7779.867385,150.0209013,0.067087656,0
American Samoa,03/11/2024,8359,,34,,High income,Western Pacific Region,45035,,185611.1913,754.9683579,,,455479835,3456410,43344,806,365681.1441,2774.972383,34.79865033,0.647095611,208583272,421572,2003,14,108393.8619,219.0770943,1.040893181,0.007275339
Andorra,03/11/2024,48015,,159,,High income,European Region,79034,,607523.3444,2011.792393,,,455479835,3456410,43344,806,365681.1441,2774.972383,34.79865033,0.647095611,280379916,2276868,42053,231,301221.7889,2446.117618,45.17898454,0.248171246
Angola,03/11/2024,107482,0,1937,0,Lower middle income,African Region,34503774,,3115.079527,56.13878644,0,0,78216768,927990,134,1,23026.89893,273.1988611,0.039449399,0.000294398,9045325,174423,78,0,7779.867385,150.0209013,0.067087656,0
Anguilla,03/11/2024,3904,,12,,,Region of the Americas,15753,,247825.811,761.7596648,,,18263911,105690,1,0,,,,,192754288,3037120,1468,575,187823.2553,2959.424515,1.430445681,0.560290372
Antigua & Barbuda,03/11/2024,9106,,146,,High income,Region of the Americas,93219,,97683.94855,1566.204315,,,455479835,3456410,43344,806,365681.1441,2774.972383,34.79865033,0.647095611,192754288,3037120,1468,575,187823.2553,2959.424515,1.430445681,0.560290372
Argentina,03/11/2024,10107810,955,130703,3,Upper middle income,Region of the Americas,45276780,,223244.8951,2886.755639,21.09248935,0.066259129,222908700,2541479,2817,15,88460.62011,1008.577989,1.117917636,0.005952703,192754288,3037120,1468,575,187823.2553,2959.424515,1.430445681,0.560290372
Armenia,03/11/2024,453040,24,8779,1,Upper middle income,European Region,2790974,,162323.2606,3145.496877,8.599148541,0.358297856,222908700,2541479,2817,15,88460.62011,1008.577989,1.117917636,0.005952703,280379916,2276868,42053,231,301221.7889,2446.117618,45.17898454,0.248171246
Aruba,03/11/2024,44224,,292,,High income,Region of the Americas,106537,,415104.6115,2740.831824,,,455479835,3456410,43344,806,365681.1441,2774.972383,34.79865033,0.647095611,192754288,3037120,1468,575,187823.2553,2959.424515,1.430445681,0.560290372
Australia,03/11/2024,11861161,,25236,,High income,Western Pacific Region,25921089,,457587.295,973.5702076,,,455479835,3456410,43344,806,365681.1441,2774.972383,34.79865033,0.647095611,208583272,421572,2003,14,108393.8619,219.0770943,1.040893181,0.007275339
Austria,03/11/2024,6082877,17,22534,0,High income,European Region,8922082,,681777.751,2525.643678,1.905384864,0,455479835,3456410,43344,806,365681.1441,2774.972383,34.79865033,0.647095611,280379916,2276868,42053,231,301221.7889,2446.117618,45.17898454,0.248171246
Azerbaijan,03/11/2024,836484,10,10353,0,Upper middle income,European Region,10312992,,81109.73033,1003.879379,0.969650709,0,222908700,2541479,2817,15,88460.62011,1008.577989,1.117917636,0.005952703,280379916,2276868,42053,231,301221.7889,2446.117618,45.17898454,0.248171246
Bahamas,03/11/2024,39127,,849,,High income,Region of the Americas,407906,,95921.60939,2081.361882,,,455479835,3456410,43344,806,365681.1441,2774.972383,34.79865033,0.647095611,192754288,3037120,1468,575,187823.2553,2959.424515,1.430445681,0.560290372
Bahrain,03/11/2024,696614,,1536,,High income,Eastern Mediterranean Region,1463265,,476068.2446,1049.707333,,,455479835,3456410,43344,806,365681.1441,2774.972383,34.79865033,0.647095611,23417911,351975,0,0,30756.04211,462.2683007,0,0
Bangladesh,03/11/2024,2051476,13,29499,0,Lower middle income,South-East Asia Region,169356251,,12113.37632,174.1831189,0.076761265,0,78216768,927990,134,1,23026.89893,273.1988611,0.039449399,0.000294398,61322028,808854,708,2,29819.03341,393.3210501,0.344278824,0.000972539
Barbados,03/11/2024,108835,0,593,0,High income,Region of the Americas,281200,,387037.6956,2108.819346,0,0,455479835,3456410,43344,806,365681.1441,2774.972383,34.79865033,0.647095611,192754288,3037120,1468,575,187823.2553,2959.424515,1.430445681,0.560290372
Belarus,03/11/2024,994038,0,7118,0,Upper middle income,European Region,9578167,,103781.6526,743.1484542,0,0,222908700,2541479,2817,15,88460.62011,1008.577989,1.117917636,0.005952703,280379916,2276868,42053,231,301221.7889,2446.117618,45.17898454,0.248171246
Belgium,03/11/2024,4889895,652,34339,0,High income,European Region,11611419,,421128.1153,2957.347418,56.15162109,0,455479835,3456410,43344,806,365681.1441,2774.972383,34.79865033,0.647095611,280379916,2276868,42053,231,301221.7889,2446.117618,45.17898454,0.248171246
Belize,03/11/2024,71430,0,688,0,Upper middle income,Region of the Americas,400031,,178561.1615,1719.86671,0,0,222908700,2541479,2817,15,88460.62011,1008.577989,1.117917636,0.005952703,192754288,3037120,1468,575,187823.2553,2959.424515,1.430445681,0.560290372
Benin,03/11/2024,28036,,163,,Lower middle income,African Region,12996895,,2157.130607,12.54145702,,,78216768,927990,134,1,23026.89893,273.1988611,0.039449399,0.000294398,9045325,174423,78,0,7779.867385,150.0209013,0.067087656,0
Bermuda,03/11/2024,18860,,165,,High income,Region of the Americas,64185,,293838.1242,2570.694087,,,455479835,3456410,43344,806,365681.1441,2774.972383,34.79865033,0.647095611,192754288,3037120,1468,575,187823.2553,2959.424515,1.430445681,0.560290372
Bhutan,03/11/2024,62697,,21,,Lower middle income,South-East Asia Region,777486,,80640.68035,27.01013266,,,78216768,927990,134,1,23026.89893,273.1988611,0.039449399,0.000294398,61322028,808854,708,2,29819.03341,393.3210501,0.344278824,0.000972539
Bolivia,03/11/2024,1212156,0,22387,0,Lower middle income,Region of the Americas,12079472,,100348.4258,1853.309482,0,0,78216768,927990,134,1,23026.89893,273.1988611,0.039449399,0.000294398,192754288,3037120,1468,575,187823.2553,2959.424515,1.430445681,0.560290372
Caribbean Netherlands,03/11/2024,11922,,41,,,Region of the Americas,26706,,446416.5356,1535.235528,,,18263911,105690,1,0,,,,,192754288,3037120,1468,575,187823.2553,2959.424515,1.430445681,0.560290372
Bosnia & Herzegovina,03/11/2024,403979,19,16403,1,Upper middle income,European Region,3270943,,123505.3622,5014.761798,5.808722439,0.305722234,222908700,2541479,2817,15,88460.62011,1008.577989,1.117917636,0.005952703,280379916,2276868,42053,231,301221.7889,2446.117618,45.17898454,0.248171246
Botswana,03/11/2024,330696,,2801,,Upper middle income,African Region,2588423,,127759.6436,1082.126067,,,222908700,2541479,2817,15,88460.62011,1008.577989,1.117917636,0.005952703,9045325,174423,78,0,7779.867385,150.0209013,0.067087656,0
Brazil,03/11/2024,37511921,,702116,,Upper middle income,Region of the Americas,214326223,,175022.545,3275.922051,,,222908700,2541479,2817,15,88460.62011,1008.577989,1.117917636,0.005952703,192754288,3037120,1468,575,187823.2553,2959.424515,1.430445681,0.560290372
British Virgin Islands,03/11/2024,7628,0,64,0,High income,Region of the Americas,31122,,245099.9293,2056.423109,0,0,455479835,3456410,43344,806,365681.1441,2774.972383,34.79865033,0.647095611,192754288,3037120,1468,575,187823.2553,2959.424515,1.430445681,0.560290372
Brunei,03/11/2024,349348,69,181,0,High income,Western Pacific Region,445373,,784394.2044,406.4009269,154.9263202,0,455479835,3456410,43344,806,365681.1441,2774.972383,34.79865033,0.647095611,208583272,421572,2003,14,108393.8619,219.0770943,1.040893181,0.007275339
Bulgaria,03/11/2024,1338113,380,38758,7,High income,European Region,6885868,,194327.4254,5628.629535,55.18549005,1.016574817,455479835,3456410,43344,806,365681.1441,2774.972383,34.79865033,0.647095611,280379916,2276868,42053,231,301221.7889,2446.117618,45.17898454,0.248171246
Burkina Faso,03/11/2024,22155,2,400,0,Low income,African Region,22100683,,1002.457707,18.09898816,0.090494941,0,1944457,43529,15,0,2707.195641,60.60381847,0.020883946,0,9045325,174423,78,0,7779.867385,150.0209013,0.067087656,0
Burundi,03/11/2024,54569,,15,,Low income,African Region,12551213,,4347.707269,1.195103613,,,1944457,43529,15,0,2707.195641,60.60381847,0.020883946,0,9045325,174423,78,0,7779.867385,150.0209013,0.067087656,0
Cape Verde,03/11/2024,64474,,417,,Lower middle income,African Region,587925,,109663.6476,709.2741421,,,78216768,927990,134,1,23026.89893,273.1988611,0.039449399,0.000294398,9045325,174423,78,0,7779.867385,150.0209013,0.067087656,0
Cambodia,03/11/2024,139325,,3056,,Lower middle income,Western Pacific Region,16589023,,8398.626007,184.2182026,,,78216768,927990,134,1,23026.89893,273.1988611,0.039449399,0.000294398,208583272,421572,2003,14,108393.8619,219.0770943,1.040893181,0.007275339
Cameroon,03/11/2024,125279,,1974,,Lower middle income,African Region,27198628,,4606.077924,72.57719029,,,78216768,927990,134,1,23026.89893,273.1988611,0.039449399,0.000294398,9045325,174423,78,0,7779.867385,150.0209013,0.067087656,0
Canada,03/11/2024,4819055,,55282,,High income,Region of the Americas,38155012,,126302.0177,1448.879114,,,455479835,3456410,43344,806,365681.1441,2774.972383,34.79865033,0.647095611,192754288,3037120,1468,575,187823.2553,2959.424515,1.430445681,0.560290372
Cayman Islands,03/11/2024,31472,,37,,High income,Region of the Americas,68136,,461899.73,543.0315839,,,455479835,3456410,43344,806,365681.1441,2774.972383,34.79865033,0.647095611,192754288,3037120,1468,575,187823.2553,2959.424515,1.430445681,0.560290372
Central African Republic,03/11/2024,15443,,113,,Low income,African Region,5457154,,2829.863332,20.706764,,,1944457,43529,15,0,2707.195641,60.60381847,0.020883946,0,9045325,174423,78,0,7779.867385,150.0209013,0.067087656,0
Chad,03/11/2024,7702,,194,,Low income,African Region,17179740,,448.3187755,11.29237113,,,1944457,43529,15,0,2707.195641,60.60381847,0.020883946,0,9045325,174423,78,0,7779.867385,150.0209013,0.067087656,0
Chile,03/11/2024,5404297,301,62791,8,High income,Region of the Americas,19493184,,277240.3421,3221.177207,15.44129476,0.410399861,455479835,3456410,43344,806,365681.1441,2774.972383,34.79865033,0.647095611,192754288,3037120,1468,575,187823.2553,2959.424515,1.430445681,0.560290372
China,03/11/2024,99381151,73,122374,7,Upper middle income,Western Pacific Region,1425893465,,69697.45878,85.82268101,0.051195971,0.004909203,222908700,2541479,2817,15,88460.62011,1008.577989,1.117917636,0.005952703,208583272,421572,2003,14,108393.8619,219.0770943,1.040893181,0.007275339
Colombia,03/11/2024,6394414,53,142727,0,Upper middle income,Region of the Americas,51516562,,124123.4615,2770.507085,1.028795361,0,222908700,2541479,2817,15,88460.62011,1008.577989,1.117917636,0.005952703,192754288,3037120,1468,575,187823.2553,2959.424515,1.430445681,0.560290372
Comoros,03/11/2024,9109,,160,,Lower middle income,African Region,821625,,11086.56626,194.7360414,,,78216768,927990,134,1,23026.89893,273.1988611,0.039449399,0.000294398,9045325,174423,78,0,7779.867385,150.0209013,0.067087656,0
Congo - Brazzaville,03/11/2024,25234,,389,,Lower middle income,African Region,5835806,,4323.995691,66.65745914,,,78216768,927990,134,1,23026.89893,273.1988611,0.039449399,0.000294398,9045325,174423,78,0,7779.867385,150.0209013,0.067087656,0
Cook Islands,03/11/2024,7375,,2,,,Western Pacific Region,17003,,433746.9858,117.6263012,,,18263911,105690,1,0,,,,,208583272,421572,2003,14,108393.8619,219.0770943,1.040893181,0.007275339
Costa Rica,03/11/2024,1235743,11,9374,0,Upper middle income,Region of the Americas,5153957,,239765.8731,1818.796703,2.134282455,0,222908700,2541479,2817,15,88460.62011,1008.577989,1.117917636,0.005952703,192754288,3037120,1468,575,187823.2553,2959.424515,1.430445681,0.560290372
Côte d’Ivoire,03/11/2024,88454,0,835,0,Lower middle income,African Region,27478249,,3219.055188,30.38767135,0,0,78216768,927990,134,1,23026.89893,273.1988611,0.039449399,0.000294398,9045325,174423,78,0,7779.867385,150.0209013,0.067087656,0
Croatia,03/11/2024,1349435,791,18777,1,High income,European Region,4060135,,332362.1013,4624.72307,194.8211082,0.246297229,455479835,3456410,43344,806,365681.1441,2774.972383,34.79865033,0.647095611,280379916,2276868,42053,231,301221.7889,2446.117618,45.17898454,0.248171246
Cuba,03/11/2024,1113662,,8530,,Upper middle income,Region of the Americas,11256372,,98936.14035,757.7930083,,,222908700,2541479,2817,15,88460.62011,1008.577989,1.117917636,0.005952703,192754288,3037120,1468,575,187823.2553,2959.424515,1.430445681,0.560290372
Cura�ao,03/11/2024,45883,,305,,,Region of the Americas,,,,,,,18263911,105690,1,0,,,,,192754288,3037120,1468,575,187823.2553,2959.424515,1.430445681,0.560290372
